respondent_id,age,years_in_neighborhood,housing_status,work_schedule,occupation_group,hourly_wage,household_income,redevelopment_concern
R0471,45.0,4,renter,day,health_care,23.5,95500.0,3
R0472,27.0,6,renter,rotating,education,18.57,,5
R0473,39.0,11,living_with_family,evening,service,21.26,47500.0,2
R0474,44.0,5,renter,rotating,health_care,30.42,95500.0,4
R0475,42.0,5,renter,day,office,26.28,111500.0,3
R0476,34.0,0,living_with_family,overnight,other,25.56,73000.0,4
R0477,72.0,42,homeowner,rotating,office,35.05,112500.0,3
R0478,36.0,3,living_with_family,day,health_care,21.08,68000.0,4
R0479,22.0,0,renter,day,service,18.48,,3
R0480,24.0,2,homeowner,overnight,trades,29.48,44500.0,1
R0481,50.0,23,living_with_family,day,trades,28.62,104500.0,4
R0482,25.0,5,homeowner,day,office,27.01,,1
R0483,,3,living_with_family,day,other,17.24,18500.0,4
R0484,46.0,5,renter,day,service,18.95,75500.0,2
R0485,37.0,7,homeowner,day,education,22.14,44500.0,1
R0486,41.0,17,renter,evening,health_care,24.5,74500.0,3
R0487,54.0,38,homeowner,day,office,30.98,83500.0,4
R0488,41.0,15,renter,day,office,25.92,79500.0,4
R0489,50.0,0,homeowner,day,education,21.71,45500.0,3
R0490,19.0,3,temporary_or_other,day,office,26.01,42000.0,3
R0491,65.0,49,homeowner,day,service,,49500.0,3
R0492,18.0,2,temporary_or_other,day,office,22.62,,3
R0493,68.0,16,homeowner,day,education,23.55,37500.0,2
R0494,61.0,26,homeowner,overnight,service,24.62,133000.0,3
R0495,64.0,32,homeowner,day,office,25.81,79000.0,5
R0496,41.0,15,renter,overnight,other,,62000.0,3
R0497,48.0,3,renter,day,office,28.23,,3
R0498,27.0,0,renter,day,office,23.59,51000.0,3
R0499,45.0,17,renter,day,education,26.84,77500.0,2
R0500,39.0,0,living_with_family,day,office,29.06,60000.0,1
R0501,48.0,13,renter,day,office,23.62,91000.0,2
R0502,45.0,25,homeowner,day,office,27.83,,4
R0503,53.0,5,renter,evening,health_care,32.06,100500.0,4
R0504,45.0,23,living_with_family,evening,education,23.95,70000.0,4
R0505,59.0,41,homeowner,evening,service,,85500.0,5
R0506,34.0,0,homeowner,overnight,service,22.23,62000.0,2
R0507,54.0,20,renter,evening,service,21.86,42500.0,4
R0508,65.0,30,homeowner,day,office,27.94,91500.0,3
R0509,61.0,36,homeowner,day,trades,27.82,97000.0,4
R0510,42.0,9,homeowner,day,trades,26.67,100500.0,3
R0511,53.0,25,homeowner,rotating,trades,34.19,48000.0,1
R0512,36.0,0,renter,evening,other,26.96,131000.0,2
R0513,49.0,19,renter,day,trades,24.7,,4
R0514,39.0,9,homeowner,day,office,27.17,,2
R0515,39.0,23,renter,day,office,20.12,,5
R0516,60.0,25,homeowner,day,health_care,29.23,129000.0,3
R0517,40.0,4,renter,overnight,health_care,24.1,47500.0,3
R0518,71.0,28,homeowner,overnight,service,21.01,,4
R0519,,38,homeowner,overnight,service,26.04,55000.0,3
R0520,27.0,0,living_with_family,day,other,13.63,68500.0,3
R0521,82.0,48,homeowner,day,trades,32.7,113000.0,3
R0522,,22,living_with_family,day,health_care,19.92,64500.0,4
R0523,32.0,0,renter,day,education,,42500.0,3
R0524,39.0,23,renter,day,trades,30.68,101000.0,2
R0525,40.0,21,renter,evening,other,18.76,58500.0,4
R0526,44.0,1,living_with_family,day,health_care,20.97,,3
R0527,44.0,0,living_with_family,day,health_care,29.64,49000.0,2
R0528,56.0,28,renter,day,other,15.73,80500.0,3
R0529,51.0,23,homeowner,day,health_care,,,5
R0530,30.0,0,living_with_family,rotating,service,17.63,75500.0,1
R0531,30.0,0,homeowner,day,education,19.54,56500.0,2
R0532,18.0,2,living_with_family,day,trades,23.51,,2
R0533,59.0,43,homeowner,rotating,other,18.56,74000.0,3
R0534,30.0,14,homeowner,overnight,service,23.81,73500.0,4
R0535,47.0,31,homeowner,day,trades,,88000.0,4
R0536,44.0,23,renter,evening,other,29.34,117000.0,5
R0537,33.0,17,homeowner,day,education,23.86,81500.0,1
R0538,48.0,32,homeowner,overnight,health_care,25.87,54500.0,4
R0539,41.0,8,renter,day,trades,36.4,125500.0,3
R0540,33.0,1,renter,day,trades,28.66,85000.0,3
R0541,53.0,31,renter,overnight,health_care,,26000.0,2
R0542,34.0,0,homeowner,day,service,20.54,50500.0,3
R0543,47.0,23,homeowner,rotating,other,,,3
R0544,52.0,28,homeowner,day,other,17.32,65000.0,3
R0545,70.0,43,homeowner,day,education,27.54,,4
R0546,43.0,10,renter,day,trades,31.44,49500.0,3
R0547,41.0,22,renter,day,education,26.98,81500.0,3
R0548,48.0,12,renter,day,office,27.53,99500.0,3
R0549,29.0,13,renter,evening,service,20.66,34000.0,2
R0550,62.0,41,homeowner,day,office,23.42,120000.0,3
R0551,40.0,15,renter,evening,trades,23.93,60000.0,4
R0552,40.0,9,living_with_family,day,other,12.59,109000.0,3
R0553,53.0,27,homeowner,rotating,education,23.99,,4
R0554,25.0,4,renter,rotating,office,23.97,43500.0,3
R0555,29.0,13,homeowner,day,health_care,26.94,,3
R0556,54.0,11,renter,day,trades,37.53,107000.0,2
R0557,71.0,44,homeowner,rotating,education,20.88,34500.0,5
R0558,18.0,0,renter,overnight,health_care,24.39,57500.0,2
R0559,47.0,31,renter,day,office,26.01,91000.0,4
R0560,63.0,42,homeowner,day,education,,69500.0,5
R0561,42.0,19,renter,day,other,23.03,86500.0,5
R0562,43.0,10,renter,day,education,25.76,74500.0,5
R0563,61.0,43,renter,day,office,26.75,56500.0,5
R0564,55.0,12,renter,day,service,22.61,55000.0,2
R0565,50.0,32,renter,rotating,education,,26000.0,4
R0566,25.0,1,homeowner,day,trades,30.42,81500.0,2
R0567,46.0,30,renter,evening,service,23.21,53500.0,4
R0568,56.0,40,homeowner,evening,service,29.65,68500.0,2
R0569,41.0,10,renter,day,trades,30.19,119000.0,3
R0570,43.0,12,homeowner,day,service,17.3,75000.0,3
R0571,38.0,8,renter,rotating,trades,30.01,,3
R0572,46.0,7,living_with_family,day,education,17.49,75000.0,3
R0573,36.0,2,renter,day,other,15.21,64500.0,4
R0574,54.0,34,homeowner,day,office,35.29,97000.0,4
R0575,51.0,22,temporary_or_other,day,other,18.33,28000.0,4
R0576,54.0,17,homeowner,day,service,19.95,41000.0,4
R0577,31.0,1,renter,evening,service,20.8,103500.0,4
R0578,19.0,0,renter,day,education,22.02,42000.0,4
R0579,56.0,32,homeowner,evening,education,26.24,69500.0,2
R0580,31.0,0,renter,rotating,other,18.21,79000.0,3
R0581,56.0,30,renter,day,education,19.78,69000.0,2
R0582,53.0,31,homeowner,day,service,21.87,90000.0,2
R0583,46.0,17,temporary_or_other,day,trades,28.71,65000.0,4
R0584,18.0,0,living_with_family,overnight,service,17.89,37000.0,3
R0585,51.0,7,living_with_family,day,other,23.81,,3
R0586,49.0,25,renter,evening,trades,35.58,95000.0,4
R0587,75.0,54,homeowner,day,trades,,,2
R0588,56.0,34,homeowner,evening,health_care,24.75,95000.0,3
R0589,42.0,14,renter,day,health_care,29.69,67500.0,4
R0590,22.0,0,homeowner,rotating,health_care,,,1
R0591,64.0,48,homeowner,day,education,27.25,110000.0,2
R0592,30.0,14,homeowner,day,trades,25.89,84000.0,3
R0593,37.0,7,homeowner,day,office,23.88,49500.0,2
R0594,51.0,35,renter,overnight,trades,,69500.0,4
R0595,44.0,12,renter,rotating,trades,33.82,176000.0,3
R0596,60.0,31,homeowner,rotating,health_care,,85000.0,3
R0597,42.0,8,living_with_family,day,health_care,,67500.0,1
R0598,60.0,39,living_with_family,day,education,20.29,55500.0,4
R0599,56.0,35,homeowner,day,office,28.92,53500.0,4
R0600,28.0,0,living_with_family,rotating,office,22.85,53500.0,2
