respondent_id,age,years_in_neighborhood,housing_status,work_schedule,occupation_group,hourly_wage,household_income,redevelopment_concern
R0521,82,48,homeowner,day,trades,32.7,113000,3
R0522,42,22,living_with_family,day,health_care,19.92,64500,4
R0523,32,0,renter,day,education,21.76,42500,3
R0524,39,23,renter,day,trades,30.68,101000,2
R0525,40,21,renter,evening,other,18.76,58500,4
R0526,44,1,living_with_family,day,health_care,20.97,60000,3
R0527,44,0,living_with_family,day,health_care,29.64,49000,2
R0528,56,28,renter,day,other,15.73,80500,3
R0529,51,23,homeowner,day,health_care,21.17,45000,5
R0530,30,0,living_with_family,rotating,service,17.63,75500,1
R0531,30,0,homeowner,day,education,19.54,56500,2
R0532,18,2,living_with_family,day,trades,23.51,54500,2
R0533,59,43,homeowner,rotating,other,18.56,74000,3
R0534,30,14,homeowner,overnight,service,23.81,73500,4
R0535,47,31,homeowner,day,trades,27.3,88000,4
R0536,44,23,renter,evening,other,29.34,117000,5
R0537,33,17,homeowner,day,education,23.86,81500,1
R0538,48,32,homeowner,overnight,health_care,25.87,54500,4
R0539,41,8,renter,day,trades,36.4,125500,3
R0540,33,1,renter,day,trades,28.66,85000,3
R0541,53,31,renter,overnight,health_care,19.32,26000,2
R0542,34,0,homeowner,day,service,20.54,50500,3
R0543,47,23,homeowner,rotating,other,22.68,78000,3
R0544,52,28,homeowner,day,other,17.32,65000,3
R0545,70,43,homeowner,day,education,27.54,38500,4
R0546,43,10,renter,day,trades,31.44,49500,3
R0547,41,22,renter,day,education,26.98,81500,3
R0548,48,12,renter,day,office,27.53,99500,3
R0549,29,13,renter,evening,service,20.66,34000,2
R0550,62,41,homeowner,day,office,23.42,120000,3
R0551,40,15,renter,evening,trades,23.93,60000,4
R0552,40,9,living_with_family,day,other,12.59,109000,3
R0553,53,27,homeowner,rotating,education,23.99,48500,4
R0554,25,4,renter,rotating,office,23.97,43500,3
R0555,29,13,homeowner,day,health_care,26.94,102000,3
R0556,54,11,renter,day,trades,37.53,107000,2
R0557,71,44,homeowner,rotating,education,20.88,34500,5
R0558,18,0,renter,overnight,health_care,24.39,57500,2
R0559,47,31,renter,day,office,26.01,91000,4
R0560,63,42,homeowner,day,education,24.86,69500,5
R0561,42,19,renter,day,other,23.03,86500,5
R0562,43,10,renter,day,education,25.76,74500,5
R0563,61,43,renter,day,office,26.75,56500,5
R0564,55,12,renter,day,service,22.61,55000,2
R0565,50,32,renter,rotating,education,23.88,26000,4
R0566,25,1,homeowner,day,trades,30.42,81500,2
R0567,46,30,renter,evening,service,23.21,53500,4
R0568,56,40,homeowner,evening,service,29.65,68500,2
R0569,41,10,renter,day,trades,30.19,119000,3
R0570,43,12,homeowner,day,service,17.3,75000,3
R0571,38,8,renter,rotating,trades,30.01,104500,3
R0572,46,7,living_with_family,day,education,17.49,75000,3
R0573,36,2,renter,day,other,15.21,64500,4
R0574,54,34,homeowner,day,office,35.29,97000,4
R0575,51,22,temporary_or_other,day,other,18.33,28000,4
R0576,54,17,homeowner,day,service,19.95,41000,4
R0577,31,1,renter,evening,service,20.8,103500,4
R0578,19,0,renter,day,education,22.02,42000,4
R0579,56,32,homeowner,evening,education,26.24,69500,2
R0580,31,0,renter,rotating,other,18.21,79000,3
R0581,56,30,renter,day,education,19.78,69000,2
R0582,53,31,homeowner,day,service,21.87,90000,2
R0583,46,17,temporary_or_other,day,trades,28.71,65000,4
R0584,18,0,living_with_family,overnight,service,17.89,37000,3
R0585,51,7,living_with_family,day,other,23.81,58500,3
R0586,49,25,renter,evening,trades,35.58,95000,4
R0587,75,54,homeowner,day,trades,20.27,80500,2
R0588,56,34,homeowner,evening,health_care,24.75,95000,3
R0589,42,14,renter,day,health_care,29.69,67500,4
R0590,22,0,homeowner,rotating,health_care,26.11,68000,1
R0591,64,48,homeowner,day,education,27.25,110000,2
R0592,30,14,homeowner,day,trades,25.89,84000,3
R0593,37,7,homeowner,day,office,23.88,49500,2
R0594,51,35,renter,overnight,trades,36.75,69500,4
R0595,44,12,renter,rotating,trades,33.82,176000,3
R0596,60,31,homeowner,rotating,health_care,23.5,85000,3
R0597,42,8,living_with_family,day,health_care,27.43,67500,1
R0598,60,39,living_with_family,day,education,20.29,55500,4
R0599,56,35,homeowner,day,office,28.92,53500,4
R0600,28,0,living_with_family,rotating,office,22.85,53500,2
